"","Site","EstInt","t_0","t_1","t_2","t_3","t_4","t_5","t_6","t_7","t_8","t_9","t_10"
"19","Fish Creek 4",100,82.5,NA,70.4,79.3,NA,NA,NA,NA,NA,NA,NA
